month,department,budget_revenue,actual_revenue,budget_expense,actual_expense
2024-01,Finance,358135,434540,197445,214189
2024-08,Marketing,383019,438376,183810,193098
2023-03,Sales,797916,750565,279723,275818
2023-05,Marketing,252456,228607,78019,69857
2023-09,IT,637465,652912,246982,252128
2023-06,Sales,108396,89568,62692,74989
2024-10,Finance,68405,51970,39678,41568
2023-02,Sales,166435,157261,65459,74724
2024-01,Operations,96233,94685,53003,69691
2023-05,HR,315446,319020,136447,131388
2023-08,Sales,785333,727399,389763,426958
2024-11,IT,392192,452147,157007,188511
2023-01,HR,672260,551645,305738,278241
2024-08,Operations,355383,306840,137936,148516
2023-12,IT,777051,822427,247361,329200
2024-11,HR,278088,239323,95054,94955
2023-11,Operations,173811,148775,67300,81449
2023-07,HR,109269,110886,64782,66649
2024-03,HR,677846,592150,399726,527613
2024-10,Marketing,140868,138618,77237,62035
2024-12,IT,501614,459487,185472,196552
2023-11,IT,671671,602220,290484,240570
2024-10,Sales,570622,426667,246471,232882
2024-04,IT,561357,570758,233576,220490
2023-03,IT,347428,295430,108906,109990
2024-08,HR,491856,481925,226429,197390
2024-02,Finance,279297,262133,89889,93416
2023-03,Marketing,663582,647137,358716,401428
2023-01,Sales,255446,250857,129611,106308
2024-09,Marketing,554254,567132,224927,214751
2024-03,Sales,552542,504287,273033,390750
2023-01,Operations,295954,340087,109476,120356
2024-05,HR,518089,403234,196653,152866
2023-02,IT,224115,218021,88355,74212
2024-08,IT,547730,602693,295283,320053
2023-06,Finance,669140,707423,243036,258857
2023-08,Marketing,127080,112214,59579,57308
2024-04,Marketing,246062,222196,88616,122201
2024-07,Marketing,656151,576878,252953,364962
2023-01,IT,590993,633489,219048,221313
2023-03,Marketing,113131,103086,55830,65932
2023-03,HR,389003,400912,178170,211750
2023-05,Sales,783833,808693,404763,489107
2023-12,IT,204161,262185,74719,71280
2023-12,HR,388084,402672,117490,157544
2024-08,Operations,411278,371245,207346,215579
2024-01,HR,792886,653958,265185,295230
2024-08,HR,373540,361174,139663,146688
2023-09,Operations,53877,53107,21103,21715
2023-07,HR,658544,483842,345103,376769
2023-04,Sales,778572,711877,379762,331196
2024-07,IT,81818,84737,29068,21926
2024-10,Finance,98555,92259,47243,48093
2024-07,Operations,435198,485783,223014,204712
2023-06,IT,572126,465136,238387,269884
2024-01,Marketing,422072,456355,157764,175917
2023-11,Sales,623709,692109,314158,330501
2024-01,Finance,76620,85414,37027,47107
2024-01,Sales,433382,351948,140144,147020
2024-10,Sales,372683,386750,186342,154901
2024-08,Marketing,67077,61694,29953,30445
2024-03,Finance,133335,110836,70135,85960
2024-09,Sales,97285,92453,34751,26666
2024-01,Marketing,494451,440754,186637,193336
2024-10,Operations,722979,802860,334734,380364
2023-11,Marketing,643791,683427,286178,414338
2024-07,HR,107477,92613,44700,55036
2023-08,IT,601776,549477,315216,337247
2024-08,Marketing,653035,623201,306551,345824
2023-08,Marketing,71169,70550,36515,27946
2023-10,Marketing,342517,383881,118502,105767
2024-04,Sales,82669,89521,42880,49210
2024-07,Finance,629565,633447,276038,296513
2024-11,Marketing,515386,499265,159836,174750
2023-11,Marketing,629408,495468,233099,245946
2024-01,HR,378520,437205,116480,122215
2023-09,HR,628523,594801,274703,292679
2024-08,Operations,477445,566527,189910,169322
2024-12,Operations,589693,603570,351595,357101
2024-07,HR,163307,202996,91541,79035
2024-04,Finance,413920,444036,226704,216969
2023-07,Operations,721207,597273,324784,399284
2024-07,IT,597835,553756,324102,331519
2023-12,IT,580863,569073,220763,251532
2024-03,Finance,185915,166421,87044,92901
2024-11,HR,274059,261658,114522,113636
2024-02,Operations,190229,159025,66846,60075
2023-11,Marketing,137942,138036,44387,43942
2023-10,HR,428870,441088,200481,216013
2023-11,Operations,297610,261750,98000,111428
2023-06,Finance,122968,151598,63377,67708
2023-02,IT,304686,307008,175633,201525
2023-11,Finance,130684,117875,45560,37449
2024-07,Operations,691992,556676,305363,360328
2023-06,Finance,126730,127641,66106,58223
2024-02,Operations,720179,697667,278026,332943
2024-08,Operations,515377,563804,296975,334204
2023-06,Finance,319548,314050,181036,139302
2024-05,Sales,64674,55409,21415,24853
2023-10,Marketing,519259,623363,160045,191936
2023-01,HR,660211,694723,391463,484898
2023-03,IT,461913,447827,271116,253414
2023-08,Marketing,241735,246510,103144,111076
2023-08,HR,466786,493339,147116,169796
2024-08,HR,78037,64656,37899,43979
2024-10,IT,538835,549031,209080,232377
2024-03,Marketing,156086,147655,90688,89418
2024-12,IT,612270,649542,329645,394977
2023-07,Operations,435453,396775,215496,258395
2023-11,IT,569892,528538,219608,225506
2023-07,Finance,612568,734802,312642,291528
2023-04,Sales,649612,745565,251237,236367
2023-12,Sales,110706,66925,34461,43238
2023-06,Sales,785081,894059,355273,423699
2024-02,Marketing,265342,262996,118503,124071
2023-12,Marketing,191043,174807,101042,103075
2023-11,Operations,617696,543040,345725,271315
2024-07,Sales,233094,206545,94715,98251
2024-09,Operations,187559,172255,81558,71064
2023-05,Sales,298670,258273,131749,141478
2024-02,Marketing,70997,59456,28204,34628
2024-09,Finance,655196,573397,342678,309415
2024-12,Finance,487983,506920,222827,241942
2024-04,Finance,784330,789044,450351,540271
2024-01,IT,396928,423404,196516,212835
2024-10,Finance,555465,551041,201949,196173
2024-10,HR,471410,397492,164730,173223
2024-08,Sales,214857,227605,88459,105583
2024-10,Finance,284066,249818,114784,125044
2023-04,HR,632964,682078,267199,280423
2023-11,HR,582661,501140,206889,253112
2024-05,HR,211355,193918,125432,141391
2023-07,Operations,236983,226705,81454,70829
2024-02,Operations,144951,156681,71865,82264
2023-11,HR,658160,672060,200028,238520
2024-10,IT,185772,186217,78412,67779
2023-09,Finance,507359,622164,199267,141417
2024-11,Sales,244301,190447,101289,90523
2024-01,IT,194973,170678,87625,90659
2024-11,Marketing,402518,350294,193253,232187
2024-06,Operations,465813,366837,221286,202777
2023-11,Finance,214500,195979,104936,118920
2024-03,Finance,559219,605372,309451,190666
2024-10,Marketing,741047,688434,419443,451759
2024-07,Marketing,175074,168077,91244,90239
2023-01,Finance,625512,496214,202467,276324
2023-04,Marketing,343996,311115,202403,155078
2024-02,Finance,310346,293151,181310,189981
2024-02,IT,300537,323704,154329,118102
2023-03,Marketing,228350,182453,103952,100578
2024-05,IT,342009,323334,128316,101988
2023-03,IT,193361,218578,101882,142137
2024-04,Marketing,537045,508361,302548,301539
2024-02,Finance,135549,101137,67714,68956
2024-08,HR,478737,552223,233969,244167
2024-01,Finance,705056,767233,252340,222099
2024-03,Sales,618615,683153,251985,304469
2024-02,Marketing,163209,129056,84369,96689
2024-12,Operations,246591,291345,75227,89346
2024-07,Marketing,513437,465793,252805,219259
2023-06,Sales,68409,64226,36256,44243
2023-10,IT,724877,663745,290248,349161
2024-03,Operations,356677,397207,115153,116896
2024-09,Operations,473691,463470,258510,306141
2024-10,Finance,545741,577289,186944,203937
2024-08,HR,589615,594985,242473,196621
2023-06,Finance,629632,622451,322482,329763
2024-11,Operations,251549,222969,137118,134070
2023-10,Operations,666196,811064,372213,395592
2023-07,HR,259074,213578,118947,143113
2024-10,Marketing,100756,105740,44610,35857
2024-05,HR,527038,550859,292240,287407
2024-06,IT,226031,257341,105991,98224
2024-05,Finance,513340,598847,243115,226866
2023-09,Marketing,733440,721348,315520,292339
2023-10,Finance,650635,692046,267960,284098
2023-10,HR,68733,83289,30528,34450
2023-07,Marketing,497427,493536,203673,224498
2024-04,HR,622381,542733,250859,270388
2024-06,IT,571384,545022,341744,390702
2023-06,Sales,752402,634607,301610,424380
2024-08,Operations,234588,245054,88419,94642
2023-01,Marketing,669883,755450,272091,327371
2023-01,Operations,87487,86216,41751,49876
2023-12,Sales,433075,348835,248280,326902
2024-09,Marketing,90849,101986,48727,55260
2023-02,Operations,457766,360190,252994,233602
2023-04,Operations,650688,529975,362890,397630
2024-05,Marketing,703408,688354,405274,440804
2023-04,Operations,140930,145188,52217,61212
2023-11,Operations,521376,547793,228107,209628
2024-10,Marketing,774257,768111,321749,398952
2023-04,Operations,456923,553427,189423,199042
2023-01,Operations,521399,525476,258449,303911
2023-07,Finance,540486,607592,227296,249218
2024-06,IT,341162,373379,165429,176742
2023-09,Finance,246236,208033,102110,110797
2023-03,Sales,420570,412003,165426,190372
2023-08,Finance,591007,741594,239903,322381
2024-12,Finance,50056,47026,27086,20243
2024-07,Sales,293349,269601,140900,159357
2023-04,Operations,720712,735464,426805,450960
2024-06,Operations,561854,530265,308905,316143
2024-08,Finance,380827,344555,169747,118060
2023-11,Sales,793708,747677,295825,336362
2024-02,Operations,312865,366628,157112,162022
2024-06,HR,525521,516905,272216,251755
2024-04,Marketing,495185,416267,217511,229772
2023-03,Marketing,614482,503009,226729,228107
2024-03,IT,751916,951035,351273,277028
2023-04,Marketing,489991,476859,184309,195962
2023-05,Finance,129882,136655,75591,85947
2024-05,Marketing,483099,438380,236073,228427
2023-07,Marketing,771155,800858,298883,325560
2024-04,HR,201944,237308,73652,78528
2024-02,Operations,255399,235408,131534,158738
2024-04,HR,123072,129844,63054,65225
2023-07,Finance,698207,580426,334538,391464
2023-09,Marketing,398112,494751,192801,193378
2023-04,Operations,94537,97583,45487,61184
2024-10,IT,683542,649682,278906,274575
2023-11,IT,573273,552781,333200,315623
2023-02,Marketing,473959,444950,210335,217681
2023-12,Marketing,281735,266220,86238,81132
2023-12,IT,122941,86833,49730,42902
2023-04,IT,213277,210769,72318,83826
2024-06,Finance,795304,781954,325291,192117
2024-09,Marketing,67645,71611,32637,30756
2023-07,IT,162661,152449,49904,42355
2023-01,Sales,515075,467418,288988,309600
2024-11,IT,383617,383259,185322,133734
2024-01,Operations,552550,445640,214727,243109
2023-06,Operations,735791,748454,289431,332386
2023-06,Sales,635202,493286,279298,224864
2023-12,Finance,67882,77012,25416,27413
2023-08,Marketing,259611,280928,78221,88187
2024-12,Marketing,271714,241515,83679,99665
2024-10,IT,194051,209446,79041,65577
2024-07,Operations,150513,152527,50762,41044
2023-05,Finance,430895,378721,132159,168555
2024-06,Finance,94828,71808,52893,49016
2023-05,Finance,712588,739646,272380,264450
2023-10,IT,255908,231516,115398,132126
2023-01,Marketing,170354,192737,60275,52717
2023-10,Finance,156500,156763,49143,49640
2023-05,IT,645196,591031,337734,399796
2023-12,IT,351062,426800,118478,99146
2024-10,Sales,295377,315809,90891,88618
2023-07,HR,602073,337997,286688,252569
2023-09,Finance,305333,287511,92833,86697
2024-10,HR,394901,329311,170157,208926
2024-09,Marketing,646285,584257,249886,315046
2023-12,IT,788761,775061,312211,339896
2024-11,Finance,311372,324600,93775,105949
2023-01,Operations,253940,261904,149647,168461
2023-11,Marketing,645063,728498,293561,278633
2024-09,Sales,125614,135209,59258,64337
2024-03,Sales,712398,761531,356082,304700
2023-02,HR,320192,327933,172665,156471
2024-08,IT,799567,923032,385689,399951
2023-07,HR,327098,314683,172923,154049
2024-09,Operations,281673,271860,122420,105169
2023-12,Operations,309407,238655,127284,120056
2024-10,Sales,297067,334717,162477,198538
2024-06,Finance,500757,496134,280220,359682
2023-03,Sales,488687,660720,166809,174334
2023-07,Sales,249387,237250,115415,131264
2023-11,Operations,424154,428662,214237,206840
2024-06,HR,325369,346706,105770,78285
2023-12,Operations,679910,590006,393585,360512
2023-06,IT,541293,564582,246847,247772
2023-05,Operations,776231,779459,383176,410437
2023-01,Operations,599079,577247,211758,219138
2023-12,Sales,680094,775791,257980,259980
2023-11,Finance,707009,630333,237767,229161
2023-04,Sales,511614,528491,194003,213709
2024-06,Marketing,140721,165285,63003,53263
2023-04,Operations,77134,70593,42430,49656
2024-05,Operations,771813,744316,355124,341646
2023-02,Marketing,222193,284726,82953,112821
2024-12,Operations,267129,282335,83714,83940
2024-10,Operations,303107,284695,147489,144240
2023-02,IT,441470,483990,188087,181616
2023-12,Operations,612505,570749,364627,357141
2023-06,Marketing,465282,377906,248427,283476
2023-10,Sales,573253,667658,310994,324571
2024-11,Operations,705355,611989,214195,256618
2024-09,Finance,773707,1001335,412647,462025
2024-11,Marketing,610477,574629,218785,230757
2024-04,HR,168903,212140,80353,88865
2024-02,IT,244549,204384,106189,130554
2023-07,Marketing,216561,243210,102104,117266
2024-07,Sales,74698,79177,25399,27737
2024-11,Marketing,331781,365134,145010,161455
2024-05,HR,229096,255708,71267,62508
2023-09,IT,132176,124281,41278,59265
2024-01,Finance,250633,211268,124645,140751
2024-10,HR,671300,667198,393052,449725
2023-05,Marketing,253349,260129,135090,141263
2024-11,HR,53654,50616,23647,16679
2023-05,Marketing,555100,573588,175834,177627
2023-10,Finance,544771,566319,170789,181274
2024-09,Finance,704102,627211,244582,226623
2023-10,Sales,749909,785452,444503,411283
2023-07,Finance,115355,111656,48402,48359
2024-03,Operations,767479,703012,424432,494772
2023-07,HR,532312,582607,272300,337206
2024-03,HR,96257,87282,46360,49866
2023-03,Marketing,687723,650035,401869,387760
2024-07,Finance,155866,157213,57533,57282
2023-10,Sales,304559,354786,132929,141560
2024-03,Sales,162695,166458,91014,98541
2023-03,Sales,215992,229684,100550,112137
2023-06,IT,583026,562201,218012,214544
2023-12,Operations,420544,416582,152520,172255
2024-03,Finance,317618,315755,167023,186654
2023-06,Sales,109026,112863,33126,32819
2024-01,Operations,116024,111903,66627,52773
2024-07,HR,100974,117210,30850,28297
2023-03,Marketing,317766,303536,155481,199814
2023-08,Finance,495489,393978,238540,189869
2023-08,Finance,409510,544294,193912,241930
2024-11,IT,89214,85709,39459,31200
2024-08,HR,667472,772652,370933,346461
2024-03,Finance,410377,479556,204285,203016
2023-04,IT,239065,266181,127794,168348
2024-07,IT,730583,713221,244494,257677
2024-09,IT,334009,345499,105202,107085
2023-03,Finance,255180,216152,78737,71626
2024-01,Finance,549353,680548,189066,213322
2023-08,Finance,93026,83517,46522,45270
2024-11,Operations,139037,134800,62317,63292
2024-04,IT,502423,508390,264111,263119
2024-01,Operations,732226,722785,261784,303140
2023-03,Marketing,455632,419716,186849,217542
2024-04,Finance,75775,88453,42930,39342
2023-09,HR,775783,864248,450508,430645
2024-02,Sales,593662,616604,342257,322104
2024-01,Marketing,370595,352826,202156,217823
2024-09,Sales,495815,559137,251115,297823
2023-07,Sales,589972,557089,338704,365630
2024-03,Finance,598290,711035,307673,221956
2023-07,HR,665839,674725,390302,454297
2023-06,Sales,442848,508200,136147,115405
2023-02,IT,509369,502411,293647,276825
2023-09,Sales,489620,493822,228516,246743
2024-10,Marketing,544090,624098,181475,188265
2024-12,HR,56309,71133,20523,24235
2024-05,HR,396819,471120,220491,211315
2023-05,Sales,57826,63912,26127,23645
2023-12,HR,193206,206868,114927,115300
2023-01,Marketing,725053,680945,243080,290858
2023-10,Marketing,171840,177927,72817,83335
2023-11,Marketing,709414,631686,283455,301333
2024-04,IT,571228,596986,259817,324484
2024-02,Finance,721450,759546,353533,431921
2023-08,Sales,680273,520203,339108,396170
2024-12,HR,327713,329236,98441,85968
2024-05,Marketing,580796,609710,189739,221517
2024-06,Sales,139059,137662,43180,44028
2023-12,Sales,257041,268084,143783,142454
2024-05,Finance,147475,123730,58103,55059
2024-02,IT,704735,639121,289025,296031
2024-04,HR,684936,769999,298023,284950
2024-02,IT,74520,74525,41343,44462
2023-09,HR,520640,541874,158404,162214
2023-04,Marketing,69734,65160,23401,25345
2024-11,Marketing,299972,300673,151650,171818
2023-11,Sales,737554,533811,434543,437083
2023-06,HR,277926,306141,136971,128671
2024-03,HR,722153,878825,273217,204650
2023-05,IT,477900,416823,217902,253986
2023-11,Marketing,405694,359915,240371,255229
2024-06,Operations,311894,328394,142979,146349
2024-01,Sales,351984,414237,145035,177782
2023-11,HR,409536,409432,169968,145615
2024-02,Finance,371471,316672,219208,232017
2024-06,Finance,163827,159725,84481,76488
2024-07,Operations,609107,533826,308300,354051
2024-12,Marketing,659909,606943,243913,174660
2024-03,Marketing,516966,498104,241860,283121
2023-09,Marketing,675560,600222,274968,320172
2023-08,IT,615992,558489,229186,208914
2024-08,Finance,509353,513908,289651,307015
2023-01,Marketing,729678,748506,302777,276971
2023-04,Finance,655275,543303,252173,280955
2024-02,Operations,423705,443858,245543,288030
2023-02,Sales,486850,464536,174878,157259
2024-04,IT,124210,134945,65042,55642
2023-03,HR,168724,184526,83657,101598
2023-08,Operations,789919,738301,455108,610379
2023-06,Finance,465126,499404,255639,287380
2024-04,Operations,98392,88510,50336,57144
2024-12,HR,635760,736751,250725,250773
2024-04,IT,293746,265576,131795,141943
